Name,Overall,Value,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle
Tobias Børkeeiet,62,0.65,44,45,53,63,42,59,50,39,59,64,64,62,64,60,65,53,71,73,66,47,60,60,55,62,43,63,59,60,56
Adil Aouchiche,62,0.65,53,46,46,67,46,65,57,52,64,72,68,65,75,59,65,64,59,47,51,47,47,37,61,60,54,63,54,52,50
Aidan Barlow,62,0.65,57,59,53,65,57,61,62,62,65,63,73,68,70,60,74,63,48,64,56,58,48,36,63,63,65,61,42,40,37
Jean-Manuel Mbom,62,0.65,40,60,41,65,40,63,40,50,59,64,65,63,71,65,72,63,60,66,58,58,66,49,53,63,59,60,49,44,39
Kévin Cabral,62,0.65,60,58,54,60,49,63,53,46,53,64,72,71,67,51,57,63,52,58,61,53,33,31,58,57,57,57,35,32,27
Moataz Zemzemi,62,0.65,54,40,47,61,50,73,73,46,51,68,75,75,72,52,62,58,34,50,51,47,35,26,53,54,67,55,38,32,43
Pape Ndiaga Yade,62,0.65,58,59,56,53,60,66,63,48,43,65,83,78,66,46,59,66,52,55,70,62,45,20,53,53,64,54,26,24,29
Luke Bolton,62,0.65,63,50,51,59,32,59,61,39,51,62,82,78,75,54,72,56,61,60,61,46,65,59,58,55,56,52,59,63,49
Fraser Hornby,62,0.65,35,65,63,54,50,64,53,40,44,60,55,53,55,58,60,62,65,48,71,55,56,16,62,52,59,58,19,21,19
Torben Müsel,62,0.65,54,64,52,63,54,65,54,56,48,67,68,68,67,51,64,59,53,54,61,54,35,28,58,51,49,44,23,25,27
Reo Griffiths,62,0.65,37,65,64,52,50,53,41,40,37,55,68,69,53,58,59,60,62,48,74,58,51,19,63,49,65,57,22,22,18
Dušan Vlahović,62,0.65,41,65,62,58,56,55,41,37,38,55,60,62,55,58,48,65,64,58,69,56,41,21,65,54,64,55,18,25,24
Jørgen Strand Larsen,62,0.65,25,63,59,55,52,61,45,30,31,64,58,60,52,57,55,62,64,68,74,52,61,21,61,52,58,57,24,23,23
Liam Millar,62,0.65,48,60,54,56,50,66,48,35,42,65,74,76,70,54,68,63,72,59,60,54,30,15,57,55,56,53,14,22,23
Amadou Dia N'Diaye,62,0.65,28,67,58,50,43,63,42,32,31,62,73,74,57,56,61,61,67,51,60,51,27,12,58,45,65,45,16,20,12
Adrián Bernabé García,62,0.63,58,57,49,61,53,71,62,51,55,71,63,67,50,59,60,69,50,45,55,45,43,27,42,63,56,68,43,38,47
Ovidiu Horșia,62,0.63,42,58,36,65,40,62,46,56,57,64,64,69,80,45,70,60,63,68,49,53,42,25,59,62,43,52,31,42,49
Frankie Amaya,62,0.63,43,49,38,63,46,66,57,44,59,63,72,71,72,56,79,58,58,48,50,54,44,35,57,61,45,58,39,41,40
Felix Nmecha,62,0.63,56,49,54,63,53,62,60,48,59,59,73,77,76,57,63,62,60,53,58,54,51,40,57,66,55,65,47,44,39
Matthäus Taferner,62,0.63,47,50,48,65,45,60,53,48,58,65,72,72,82,50,91,58,66,70,33,49,41,27,52,63,47,47,40,42,48
Louis Carnot,62,0.63,53,50,53,68,49,60,58,71,67,62,64,65,63,54,64,58,52,67,56,47,71,49,56,63,56,61,40,56,51
Nicolás Melamed Ribaudo,62,0.63,58,48,45,65,38,62,61,41,63,65,78,75,71,55,66,52,54,58,47,41,40,28,58,60,48,57,39,35,39
Ilyas Chouaref,62,0.63,57,53,34,63,45,68,63,57,48,65,71,74,75,55,76,59,55,46,58,48,44,23,54,58,59,53,32,23,21
Bilal Benkhedim,62,0.63,60,57,44,62,58,67,56,54,57,64,74,68,71,53,80,54,51,55,40,51,49,37,57,55,54,54,42,39,48
Mamadou Doucouré,62,0.63,32,21,56,48,31,32,30,35,41,52,62,64,64,57,66,56,74,34,69,28,63,57,29,32,44,45,62,63,61
Alpay Çelebi,62,0.63,33,26,65,38,32,28,26,32,33,35,61,55,37,60,39,41,70,56,73,28,49,63,24,29,47,44,56,66,69
Valeriy Bondar,62,0.63,27,16,47,41,28,20,25,24,29,47,66,73,63,58,77,32,68,58,50,24,60,64,22,33,36,49,70,68,67
Valentine Ozornwafor,62,0.63,29,21,61,45,29,31,32,31,43,40,64,54,40,62,39,60,74,61,73,47,59,61,25,40,45,52,60,65,63
Florian Mayer,62,0.63,36,31,60,46,29,39,32,32,39,42,53,52,36,49,46,49,67,55,73,23,59,59,28,30,47,42,61,67,66
Tom McIntyre,62,0.63,30,28,55,44,24,38,30,28,39,43,55,56,51,61,59,36,78,65,63,24,59,62,32,35,37,43,61,65,65
Luca Ranieri,62,0.63,49,31,64,38,35,68,38,41,36,47,55,61,59,57,73,33,60,49,48,34,64,65,50,39,44,50,59,71,69
Jonas David,62,0.63,42,29,53,65,32,55,41,38,57,65,62,63,54,57,55,40,58,58,77,32,62,56,29,44,30,45,65,65,59
Kleandro Lleshi,62,0.63,45,31,62,64,30,57,35,31,59,60,48,50,35,53,47,78,68,65,75,59,64,57,45,55,43,59,60,63,55
Marko Gjira,62,0.63,55,47,47,61,40,67,47,35,60,66,79,78,80,61,77,61,65,75,41,56,83,60,55,51,43,56,55,61,60
Mads Bidstrup,62,0.63,63,48,58,66,52,63,54,42,63,66,65,54,69,60,91,55,47,54,52,50,59,55,48,62,42,60,53,64,55
Ismael Gutiérrez Montilla,62,0.63,51,62,48,65,44,67,42,50,64,64,65,69,68,55,74,55,59,54,47,58,59,58,54,62,47,57,51,60,55
Nicolas Raskin,62,0.63,39,32,45,71,52,68,55,46,69,71,70,60,70,50,67,53,70,33,51,56,54,54,38,67,30,65,49,55,53
Arthur Zagré,62,0.63,59,37,54,61,41,74,61,39,49,70,83,80,85,57,90,36,57,56,32,37,59,55,64,54,47,55,52,59,56
Hayden Coulson,62,0.63,63,39,49,55,29,63,33,30,47,59,76,73,68,64,75,44,57,64,57,26,53,57,59,55,34,56,54,61,57
Alessandro Buongiorno,62,0.63,55,33,62,56,46,51,52,43,47,60,58,63,52,64,48,60,66,64,70,47,60,61,37,50,49,55,63,62,62
Darko Churlinov,62,0.63,58,65,52,54,55,70,59,60,54,67,65,68,67,48,69,64,34,39,47,42,45,20,60,61,64,58,28,35,27
Arvin Appiah,62,0.63,56,58,44,51,50,69,45,31,40,64,91,91,92,48,75,56,54,51,38,45,34,19,49,61,67,53,29,29,26
Marley Aké,62,0.63,56,52,23,56,54,71,55,51,51,68,67,68,81,54,79,62,46,52,48,51,48,23,54,61,54,56,49,31,36
Tanguy Coulibaly,62,0.63,60,53,38,58,54,73,60,41,34,68,75,79,78,42,84,59,49,52,42,36,28,21,53,55,57,42,21,25,27
Jorge Mier Martínez,62,0.63,58,29,53,60,30,61,52,53,44,63,73,71,70,57,69,38,59,61,42,47,53,60,49,38,41,47,57,60,62
Ki-Jana Hoever,62,0.63,58,31,53,61,40,64,56,60,51,63,74,70,68,58,65,42,70,58,62,38,64,63,43,51,43,69,61,62,57
Sambou Sissoko,62,0.63,51,40,53,65,34,62,46,28,59,63,74,72,69,54,74,49,60,66,64,43,61,56,46,57,42,54,57,62,64
Andrei Șerban,62,0.63,58,49,34,58,39,59,61,34,56,60,84,85,75,51,81,54,47,68,36,36,26,18,58,59,53,59,24,28,21
Andrés Amaya,62,0.63,48,61,65,57,42,65,38,36,46,63,82,79,77,54,86,56,50,50,46,43,28,16,67,49,48,57,52,21,27
Isaac Atanga,62,0.63,58,57,40,57,46,64,49,35,46,60,88,90,81,50,79,53,73,61,57,42,34,18,55,58,43,46,14,18,11
Thomas Sabitzer,62,0.63,54,61,53,57,53,64,54,42,41,62,75,70,73,58,71,49,52,63,44,51,34,23,62,54,56,52,17,20,18
Raúl García de Haro,62,0.63,34,65,60,52,54,59,40,39,42,55,63,65,57,51,52,65,62,49,65,58,49,15,63,50,50,54,19,17,28
Joshua Zirkzee,62,0.63,35,56,65,52,40,71,65,61,33,66,76,70,67,56,58,59,66,68,76,48,33,14,58,51,40,42,10,14,16
Mateusz Bogusz,62,0.60,45,59,39,63,47,65,54,63,56,64,75,73,75,51,72,70,50,61,61,64,51,25,52,55,49,61,41,34,38
Matteo Gabbia,62,0.60,36,22,65,39,32,47,41,28,37,48,58,55,48,44,52,52,69,48,64,41,42,52,23,31,42,56,74,69,67
Aboubacar Keita,62,0.60,38,25,61,63,25,41,36,29,44,49,65,72,58,53,49,34,72,63,74,21,70,57,28,39,39,44,55,63,59
Patric Pfeiffer,62,0.60,34,23,63,55,32,49,29,28,39,53,56,62,42,52,36,47,54,55,78,26,55,56,17,27,43,51,58,64,60
Timothy Eyoma,62,0.60,56,32,59,58,33,54,49,34,54,55,64,69,51,53,45,37,62,69,68,32,58,58,50,45,49,47,65,64,62
Ousmane Diakité,62,0.60,46,48,58,63,56,58,38,37,63,63,63,68,61,51,47,76,65,67,74,61,71,57,54,58,48,56,57,60,58
Albert-Nicolas Lottin,62,0.60,53,43,59,66,34,61,43,39,63,64,71,69,61,63,63,57,61,69,58,41,53,56,57,59,49,52,58,64,59
Joris Chotard,62,0.60,58,37,56,70,39,65,48,41,63,65,69,67,74,55,69,61,64,65,48,45,61,53,55,62,52,47,51,52,51
Luis Meseguer Villanueva,62,0.60,57,32,62,60,21,45,22,39,40,53,67,62,59,64,76,42,63,63,56,38,51,59,39,27,45,55,61,61,66
Ismail Jakobs,62,0.60,57,38,54,55,29,60,39,30,42,55,69,69,68,60,62,38,54,59,60,30,58,64,40,37,39,42,60,65,64
Jeremy Socorro Pulido,62,0.60,57,41,51,56,33,60,41,46,41,54,77,75,68,58,76,58,80,67,54,44,66,56,54,48,48,62,58,62,63
Jaylin Lindsey,62,0.60,62,42,52,60,38,60,46,40,57,61,75,80,72,55,73,58,69,63,61,34,65,53,45,53,36,46,57,61,60
Marouan Azarkan,62,0.60,54,58,38,50,45,70,47,39,39,68,82,75,77,52,70,57,47,45,31,46,32,22,51,60,54,54,20,23,20
Steven Sessegnon,62,0.60,59,32,46,62,30,55,31,28,44,60,73,69,66,62,78,38,58,59,54,29,55,61,44,38,33,46,59,63,56
Kilian Ludewig,62,0.60,60,44,54,63,47,58,51,47,54,62,67,68,79,63,77,52,54,68,35,40,67,60,57,57,49,47,57,55,57
Alfons Amade,62,0.60,62,34,52,44,28,63,39,29,33,60,79,80,78,61,88,33,58,56,37,29,66,58,49,39,34,42,56,64,60
Eddy Salcedo,62,0.60,35,63,59,57,49,69,44,38,46,67,74,71,56,55,80,62,55,54,36,61,30,19,57,53,63,51,14,18,20
Patryk Szysz,62,0.60,54,63,49,59,52,61,45,32,41,63,76,76,82,57,79,58,61,71,62,45,61,13,63,48,63,46,32,37,43
Yeison Tolosa,62,0.58,60,47,30,64,38,64,48,53,60,65,73,69,73,54,84,50,53,48,55,45,41,27,57,59,48,52,32,26,36
Adam Frizzell,62,0.58,52,51,41,65,46,66,45,38,59,63,80,82,78,56,88,56,42,66,45,39,42,30,60,52,49,58,42,37,46
Kevin Moreno,62,0.58,25,26,58,47,25,29,26,28,33,39,63,59,46,53,49,45,70,64,82,33,64,60,24,39,36,51,63,62,55
Christopher Mamengi,62,0.58,42,28,58,50,38,47,47,28,53,55,73,75,64,53,70,55,81,55,72,30,68,57,33,38,39,59,60,60,61
Ibrahima Cissé,62,0.58,41,16,61,55,41,35,28,28,51,48,57,69,58,49,41,35,71,58,79,21,48,59,24,30,36,51,54,65,64
Anthony Rouault,62,0.58,31,25,64,55,28,36,31,35,58,52,65,63,53,58,55,44,76,58,63,24,59,59,24,31,42,50,59,63,64
Tomáš Vlček,62,0.58,29,24,51,55,23,61,35,27,50,67,68,69,69,60,60,38,72,61,70,25,66,56,30,51,34,52,53,64,64
Kristian Thorstvedt,62,0.58,58,63,55,63,60,63,59,56,61,65,48,43,64,54,69,72,74,73,74,62,67,41,65,59,52,59,46,51,49
Pablo López,62,0.58,47,49,46,70,48,67,54,54,74,62,69,72,69,55,68,59,53,66,32,47,47,30,50,59,55,61,40,48,58
Kaan Kairinen,62,0.58,52,42,44,65,41,61,58,59,64,63,67,65,66,60,67,64,54,70,66,60,46,57,51,63,48,61,50,53,48
Callum O'Hare,62,0.58,49,59,51,64,47,70,55,46,61,67,81,79,79,56,86,54,69,68,47,55,60,42,60,65,62,65,44,46,42
Nasser Al Dawsari,62,0.58,59,48,60,65,31,57,33,38,60,64,66,72,79,58,66,51,60,69,57,49,53,59,59,63,44,54,60,59,58
Alberto González García,62,0.58,61,61,40,59,56,65,55,57,53,62,74,76,75,49,79,61,49,53,43,54,59,33,56,60,64,54,35,38,31
Caleb Zady Sery,62,0.58,52,59,54,60,46,69,44,52,46,61,84,76,68,52,77,51,51,60,49,53,38,18,56,52,64,47,16,15,19
Nair Tiknizyan,62,0.58,64,55,43,61,50,65,61,40,47,63,74,73,54,44,65,58,63,66,58,40,32,40,56,49,63,46,51,51,51
Andrew Carleton,62,0.58,53,60,43,62,64,70,73,64,58,66,70,69,83,52,79,62,53,50,43,58,58,26,55,59,59,60,31,40,41
Matthias Phaeton,62,0.58,34,62,59,56,61,65,60,40,48,62,72,75,65,53,58,63,64,69,72,59,63,16,53,49,60,50,20,16,20
Iván Martín Núñez,62,0.55,53,57,39,66,59,65,55,62,63,64,60,58,61,55,60,49,50,53,42,51,37,40,54,60,70,62,41,39,38
Ahmet Canbaz,62,0.55,58,59,24,58,52,65,68,65,52,62,71,71,73,60,68,70,40,60,59,65,47,29,56,61,64,60,23,17,26
Marvin Tshibuabua,62,0.55,32,25,63,46,34,41,31,35,43,40,55,55,47,55,55,53,72,60,76,34,54,61,24,29,42,55,51,68,63
Jan Sobociński,62,0.55,29,16,61,59,28,24,29,18,56,43,64,62,61,58,66,33,72,71,73,18,61,60,32,39,32,45,59,61,59
Mads Bech Sørensen,62,0.55,51,40,58,54,29,54,31,25,61,53,53,55,56,53,57,20,67,67,73,26,63,66,43,35,32,55,61,62,57
Kristopher da Graca,62,0.55,36,22,60,55,34,30,28,30,38,51,55,61,36,55,57,45,51,63,75,26,55,59,22,31,37,44,63,63,60
Cédric Zesiger,62,0.55,43,33,66,49,34,32,29,22,46,47,67,70,44,58,35,40,68,71,75,18,54,56,37,34,34,54,59,64,62
Mehdi Boudjemaa,62,0.55,45,34,61,66,33,52,43,44,59,56,65,69,61,57,62,52,70,68,68,41,67,57,38,49,47,58,59,65,61
Ben Sheaf,62,0.55,39,27,54,58,39,48,37,47,65,54,52,56,65,54,75,53,65,72,76,38,74,57,37,57,57,61,61,59,58
Rodrigo Zalazar,62,0.55,52,45,56,68,45,64,48,41,65,65,76,77,73,57,76,59,64,70,56,48,66,54,54,56,51,48,56,62,59
Luca Matarese,62,0.55,58,57,43,60,50,68,51,40,47,67,69,67,77,54,86,64,46,33,42,49,39,25,58,55,50,57,17,28,22
Julian Araujo,62,0.55,58,25,57,59,22,64,37,25,57,61,76,76,75,54,71,29,68,66,49,28,55,53,58,48,36,55,57,63,58
David Kopacz,62,0.55,63,48,47,66,67,65,61,46,62,64,66,64,57,56,69,68,58,55,47,67,49,34,42,63,52,60,22,54,54
Maximilian Franzke,62,0.55,59,46,57,56,35,65,45,42,60,64,77,78,68,57,68,38,66,67,55,34,48,24,44,56,47,52,19,26,27
Juan Ignacio Méndez,62,0.55,58,48,47,62,49,66,56,54,54,70,72,77,70,59,71,64,56,65,53,44,48,33,59,58,55,62,57,44,46
Dan N'Lundulu,62,0.55,37,63,64,50,44,59,44,34,37,57,73,69,58,62,65,58,63,59,74,58,33,20,56,57,61,50,16,16,14
José Francisco dos Santos Júnior,62,0.55,32,58,58,47,39,67,35,25,37,62,71,75,73,54,65,61,66,68,79,53,67,20,60,49,52,45,23,31,21
Callum McCowatt,62,0.55,54,63,43,53,45,62,45,38,47,64,67,72,72,63,70,64,59,67,64,59,60,24,63,58,52,66,26,25,22
Borja Llarena Barroso,62,0.55,49,61,59,54,55,58,50,48,45,60,83,86,87,61,86,61,76,61,44,58,43,26,62,54,59,56,55,28,24
Tomás Ortíz,62,0.53,51,49,51,61,43,63,63,49,63,67,79,77,79,49,78,59,60,58,43,51,51,45,53,63,47,51,47,37,39
Hugo José Rama Calviño,62,0.53,61,45,39,63,67,63,41,40,65,65,61,58,60,53,66,51,31,54,49,64,39,49,61,64,47,52,35,55,45
Jean-Christophe Koffi,62,0.53,50,59,43,59,40,65,48,32,55,63,74,71,80,47,73,69,55,64,71,72,56,49,55,56,50,54,49,55,54
Sergio Bermejo Lillo,62,0.53,42,48,38,58,38,70,47,38,64,67,67,73,66,61,78,46,55,44,42,51,39,29,50,61,42,53,33,27,37
Adrián Szőke,62,0.53,43,66,67,62,67,56,48,62,58,59,81,70,64,48,56,55,62,52,63,50,53,24,58,66,64,64,49,35,32
Paul Kalambayi,62,0.53,26,16,62,58,17,38,19,19,54,48,67,70,56,45,53,37,70,71,83,21,53,53,19,29,31,43,55,65,63
Niccolò Zanellato,62,0.53,59,32,60,69,43,69,67,64,65,69,65,56,69,59,62,61,52,48,54,62,40,52,52,54,59,55,42,61,58
Adam Gnezda Čerin,62,0.53,66,56,45,63,53,61,53,53,63,62,65,64,61,58,65,51,57,68,54,59,51,56,71,59,49,64,48,44,50
Josh Benson,62,0.53,57,51,46,65,52,61,55,57,63,60,70,67,74,57,75,58,67,73,62,56,59,56,52,60,52,59,54,57,50
Francisco Callejón Segura,62,0.53,50,54,59,72,44,63,47,50,71,65,55,62,51,55,66,56,53,43,57,52,59,54,52,58,49,47,57,60,68
Silvan Sidler,62,0.53,65,55,55,66,49,62,48,45,64,56,69,62,64,55,60,55,66,69,62,56,51,54,58,56,46,61,55,65,64
Neider Barona,62,0.53,58,50,44,57,44,64,48,39,48,63,74,79,72,57,76,55,63,67,48,35,28,17,59,51,51,55,47,29,29
Leo Bengtsson,62,0.53,54,56,35,54,47,61,50,39,48,60,84,81,71,61,76,46,57,67,47,43,56,33,62,57,56,60,45,33,28
Alex Dobre,62,0.53,56,52,40,55,33,66,44,40,48,62,76,74,78,57,69,54,64,67,59,51,59,38,56,55,50,66,33,40,36
Diego Hernández,62,0.53,58,66,47,60,58,70,52,40,55,67,72,67,65,50,62,68,48,43,62,50,31,24,56,49,61,53,25,33,27
Federico Valietti,62,0.53,60,30,60,44,38,69,45,40,52,45,71,70,62,55,69,40,60,72,61,35,63,56,50,42,42,42,56,66,68
David Camacho,62,0.53,52,59,40,62,42,63,42,41,60,61,69,66,66,55,67,55,54,68,63,48,35,32,61,59,48,56,48,41,44
Felix Hörberg,62,0.53,58,39,41,55,38,63,48,48,52,60,78,87,78,49,63,37,58,84,50,42,55,46,62,50,34,42,45,46,41
Nicolae Carnat,62,0.53,58,56,38,56,44,61,49,47,50,63,71,78,71,62,71,56,58,64,66,48,40,28,55,59,46,62,42,34,33
Trent Buhagiar,62,0.53,48,60,51,55,34,60,36,27,46,58,92,90,91,48,92,49,71,82,64,48,26,24,62,53,62,55,22,18,12
Amadou Sagna,62,0.53,48,65,41,46,49,68,47,37,38,68,86,80,74,57,85,64,37,55,38,42,35,25,64,42,59,58,18,29,22
David Ballarin Correas,62,0.53,38,65,60,58,53,66,46,39,41,62,67,65,64,59,66,61,58,57,47,59,30,21,59,54,72,50,16,21,14
Franco Pérez,62,0.53,40,63,52,62,56,67,52,35,49,68,66,63,62,63,70,53,62,54,57,55,38,20,59,57,66,62,21,14,21
Danny Mandroiu,62,0.50,63,59,52,62,56,62,63,65,59,60,68,62,68,54,68,65,62,70,63,63,60,45,59,65,64,64,52,53,52
Elias Abouchabaka,62,0.50,55,63,50,63,52,63,56,55,52,64,65,62,74,51,72,59,55,47,57,62,49,30,52,64,52,56,31,29,24
Matías Meneses,62,0.50,63,60,35,66,49,50,55,56,58,64,71,69,69,52,73,49,62,79,53,61,34,14,57,63,59,48,62,22,17
Robin Ziegele,62,0.50,26,24,58,46,27,37,30,34,41,44,54,58,63,53,61,36,75,52,76,29,60,55,25,32,39,48,60,64,64
Ivan Francesco De Santis,62,0.50,21,44,62,49,38,36,32,23,42,50,52,39,36,67,73,41,78,65,70,37,65,61,37,32,26,58,60,61,60
Santiago Ruiz,62,0.50,60,31,58,56,30,52,34,30,50,55,66,72,65,51,53,31,66,66,73,24,54,66,47,50,40,57,65,61,55
Alan Cervantes,62,0.50,51,44,55,69,42,56,41,42,65,60,68,58,61,62,69,57,65,51,62,50,63,56,55,62,47,60,53,63,61
Marco Toscano,62,0.50,38,33,49,63,25,56,39,38,59,60,68,64,74,60,78,48,66,68,43,38,72,62,42,59,42,55,61,59,60
Williams Alarcón,62,0.50,57,55,52,64,36,65,51,50,63,65,63,64,66,56,62,64,61,65,67,58,59,52,56,58,50,61,53,54,52
Zain Westbrooke,62,0.50,54,52,50,68,58,57,72,69,63,60,64,61,62,54,69,60,56,69,50,60,58,48,58,65,59,59,51,51,49
Mihai Velisar,62,0.50,59,44,42,58,27,63,56,32,38,61,74,76,69,56,71,55,58,61,64,23,49,60,50,36,34,53,55,61,62
Alberto Espeso Fernández,62,0.50,63,29,22,58,37,64,59,39,45,59,74,74,70,62,75,33,62,60,30,32,48,64,56,43,40,52,58,62,64
Steve Seddon,62,0.50,55,37,48,52,36,61,58,62,51,58,77,73,64,58,56,38,55,78,52,49,56,60,48,35,41,43,54,61,58
Brian Álvarez,62,0.50,60,44,59,62,45,61,52,48,58,60,78,76,79,67,81,62,55,57,45,47,49,38,57,54,59,55,37,49,50
Abdulrahman Ghareeb,62,0.50,51,60,46,56,48,65,49,29,48,62,82,83,84,60,81,64,61,51,62,57,31,13,58,55,59,51,17,15,10
Corey Blackett-Taylor,62,0.50,54,57,50,56,42,63,47,39,43,60,87,86,82,52,74,59,71,66,65,54,58,20,58,52,56,57,21,18,16
Chiedozie Ogbene,62,0.50,50,59,41,53,42,68,41,34,40,63,91,90,77,52,65,58,63,63,72,46,65,35,45,55,40,47,39,40,35
Andrei Rațiu,62,0.50,63,42,60,62,59,68,66,45,59,63,68,66,67,61,59,60,56,60,55,58,64,56,59,52,36,50,60,58,59
Abdallah Ali Mohamed,62,0.50,64,34,34,54,34,65,57,43,43,63,74,78,82,56,79,57,56,54,53,32,66,54,51,48,32,53,58,63,69
Stiven Vega,62,0.50,55,22,58,62,24,63,26,26,30,61,62,69,65,53,68,34,77,70,72,17,59,59,52,45,38,45,52,65,64
Ronald Hernández,62,0.50,60,31,46,48,22,56,58,30,44,55,82,83,76,58,82,33,71,71,61,35,53,61,47,40,38,45,55,62,59
Orrin McKinze Gaines,62,0.50,60,59,34,56,54,65,46,39,47,61,91,80,70,47,66,48,58,62,61,46,34,25,53,50,47,46,23,28,24
Volkan Egri,62,0.50,64,35,58,68,45,67,51,46,63,61,81,71,70,51,81,64,62,59,33,40,60,41,52,48,57,43,44,52,54
Daniel Benzar,62,0.50,62,57,35,60,38,62,52,35,42,61,83,80,72,52,71,52,61,53,53,41,41,23,57,58,49,51,17,24,27
Erik Wekesser,62,0.50,30,64,58,53,52,54,42,33,32,56,68,70,63,58,67,64,59,60,78,53,66,16,57,45,67,56,29,28,22
Diogo Rafael dos Santos Almeida,62,0.50,57,59,61,62,63,63,59,43,42,62,71,74,70,57,52,60,63,60,62,54,28,11,54,51,60,50,18,16,18
Manuel De Luca,62,0.50,35,65,65,58,57,58,52,43,35,62,43,36,48,66,44,62,55,35,70,61,32,14,65,51,52,59,20,10,12
Emil Riis,62,0.50,32,61,65,51,42,58,37,31,30,61,66,68,58,53,53,63,54,61,68,58,49,12,63,48,59,58,18,14,15
Patryk Klimala,62,0.50,29,60,59,53,55,60,52,32,39,61,84,85,71,58,61,61,68,61,62,53,26,16,58,47,58,49,39,18,15
Óscar Arribas Pasero,62,0.50,49,64,58,53,55,62,48,39,48,64,60,57,68,62,64,55,64,45,57,57,32,35,70,49,71,51,34,29,21
Elliott List,62,0.50,53,60,50,49,34,65,49,41,39,62,95,93,73,42,81,75,76,75,71,54,32,18,55,56,50,52,19,31,34
Artem Dovbyk,62,0.50,39,63,54,54,51,63,44,35,36,61,70,72,62,56,66,69,65,62,76,51,64,19,57,39,53,46,32,19,13
Gaëtan Weissbeck,62,0.48,52,54,44,70,44,63,59,65,68,68,60,65,65,43,71,56,60,49,48,45,46,25,50,65,48,62,32,46,47
Christoph Halper,62,0.48,47,59,45,60,51,65,60,43,56,63,71,65,72,61,75,61,67,62,47,48,45,34,60,55,48,54,35,49,43
Henrik Gulden,62,0.48,59,52,39,62,54,63,66,56,60,66,70,69,73,48,77,54,58,61,34,50,37,30,60,62,43,63,32,45,46
Paudie O'Connor,62,0.48,22,17,57,48,21,26,27,22,47,40,52,54,51,50,63,34,71,63,74,16,76,59,30,35,24,49,62,60,59
Rodrigo Schlegel,62,0.48,33,27,54,34,33,31,35,29,35,38,48,60,40,45,57,48,81,64,79,28,65,61,24,31,41,47,61,68,65
Florian Baak,62,0.48,32,29,62,52,24,41,30,24,44,45,53,51,46,55,50,57,72,44,78,21,68,54,26,42,35,52,58,63,59
Cameron Humphreys-Grant,62,0.48,48,24,60,55,26,45,33,35,51,50,61,63,64,57,65,44,77,58,71,33,56,56,50,39,40,58,59,65,58
Thomas Isherwood,62,0.48,25,25,63,48,23,42,21,27,57,45,48,74,25,42,41,67,63,67,87,21,89,54,28,55,36,45,57,55,53
Jannes Vollert,62,0.48,50,38,56,60,38,55,61,37,53,58,55,55,57,63,61,52,78,61,74,38,60,54,47,55,42,56,62,63,51
Massimiliano Mangraviti,62,0.48,44,45,63,62,47,53,45,47,58,62,72,72,66,55,51,64,58,61,63,49,58,57,50,55,47,53,60,65,62
Muteb Al Mufarrij,62,0.48,25,25,62,53,22,38,26,24,47,50,52,60,42,45,55,34,71,55,67,18,55,60,26,26,32,50,66,65,58
Nicolás Díaz,62,0.48,23,16,62,64,26,59,23,24,60,58,65,66,60,57,67,35,74,77,68,23,57,56,63,49,30,50,58,63,61
Hans Nunoo Sarpei,62,0.48,44,35,53,63,29,59,40,41,58,63,66,55,67,61,71,52,60,66,68,32,69,54,35,50,43,50,56,64,61
Juan Mosquera,62,0.48,34,30,56,57,34,50,40,42,56,52,66,65,63,63,69,49,72,79,66,37,57,68,52,59,40,51,60,61,56
Sultan Farhan,62,0.48,19,38,46,58,32,45,24,10,47,56,63,66,55,56,45,63,62,79,77,36,82,64,46,50,14,49,59,61,55
Iván Rojas,62,0.48,36,34,64,64,39,46,42,43,57,53,61,60,63,63,68,48,81,72,67,37,47,68,56,55,48,58,59,59,55
Jakub Łabojko,62,0.48,39,31,57,59,38,53,40,38,58,60,69,68,59,63,63,52,76,54,68,35,64,62,57,53,42,53,59,64,64
Lars Dietz,62,0.48,43,29,61,65,34,55,32,35,58,60,53,52,52,62,53,56,43,63,69,37,65,61,37,47,38,60,63,63,56
Mark Sykes,62,0.48,53,58,59,65,40,64,49,38,61,64,65,66,65,60,62,53,57,58,62,43,49,58,58,61,48,59,56,60,58
Eric Calvillo,62,0.48,51,49,49,67,51,61,55,48,60,65,62,64,64,65,74,76,62,70,47,56,60,50,49,59,60,61,60,64,60
Adam Phillips,62,0.48,45,54,49,69,46,64,61,65,68,66,64,64,68,56,68,62,48,58,59,51,44,29,58,58,61,60,32,55,54
Fabio Maistro,62,0.48,51,43,58,72,48,63,44,48,74,61,61,69,50,56,70,62,56,61,48,45,61,48,54,53,53,50,46,51,59
Charlie Owens,62,0.48,54,48,55,64,51,62,55,56,63,64,65,63,65,60,69,61,63,62,65,50,50,49,53,64,50,60,51,54,52
Yuta Goke,62,0.48,63,49,44,65,50,62,54,48,57,66,62,71,64,67,64,65,56,66,71,49,54,49,60,62,47,65,55,45,32
